symbol,companyName ,sector ,industryGroup ,industry ,subIndustry ,price,date
NYSE:DXC,DXC Technology Company,Information Technology,Software and Services,IT Services,IT Consulting and Other Services,"24,826.50",Jan 2018
NasdaqGS:ETFC,E*TRADE Financial Corporation,Financials,Diversified Financials,Capital Markets,Investment Banking and Brokerage,"12,598.90",Jan 2018
NYSE:EMN,Eastman Chemical Company,Materials,Materials,Chemicals,Diversified Chemicals,"11,411.20",Jan 2018
NYSE:ETN,Eaton Corporation plc,Industrials,Capital Goods,Electrical Equipment,Electrical Components and Equipment,"33,489.80",Jan 2018
NasdaqGS:EBAY,eBay Inc.,Consumer Discretionary,Retailing,Internet and Direct Marketing Retail,Internet and Direct Marketing Retail,"28,449.60",Jan 2018
NYSE:ECL,Ecolab Inc.,Materials,Materials,Chemicals,Specialty Chemicals,"42,916.60",Jan 2018
NYSE:EIX,Edison International,Utilities,Utilities,Electric Utilities,Electric Utilities,"22,907.80",Jan 2018
NYSE:EW,Edwards Lifesciences Corporation,Health Care,Health Care Equipment and Services,Health Care Equipment and Supplies,Health Care Equipment,"30,448.90",Jan 2018
NasdaqGS:EA,Electronic Arts Inc.,Communication Services,Media and Entertainment,Entertainment,Interactive Home Entertainment,"31,125.00",Jan 2018
NYSE:LLY,Eli Lilly and Company,Health Care,"Pharmaceuticals, Biotechnology and Life Sciences",Pharmaceuticals,Pharmaceuticals,"111,640.50",Jan 2018
NYSE:EMR,Emerson Electric Co.,Industrials,Capital Goods,Electrical Equipment,Electrical Components and Equipment,"45,419.20",Jan 2018
NYSE:ETR,Entergy Corporation,Utilities,Utilities,Electric Utilities,Electric Utilities,"15,213.50",Jan 2018
NYSE:EOG,"EOG Resources, Inc.",Energy,Energy,"Oil, Gas and Consumable Fuels",Oil and Gas Exploration and Production,"68,154.60",Jan 2018
NYSE:EQT,EQT Corporation,Energy,Energy,"Oil, Gas and Consumable Fuels",Oil and Gas Exploration and Production,"12,259.70",Jan 2018
NYSE:EFX,Equifax Inc.,Industrials,Commercial and Professional Services,Professional Services,Research and Consulting Services,"14,878.10",Jan 2018
NasdaqGS:EQIX,"Equinix, Inc. (REIT)",Real Estate,Real Estate,Equity Real Estate Investment Trusts (REITs),Specialized REITs,"32,941.00",Jan 2018
NYSE:EQR,Equity Residential,Real Estate,Real Estate,Equity Real Estate Investment Trusts (REITs),Residential REITs,"23,890.50",Jan 2018
NYSE:ESS,"Essex Property Trust, Inc.",Real Estate,Real Estate,Equity Real Estate Investment Trusts (REITs),Residential REITs,"16,224.50",Jan 2018
NYSE:RE,"Everest Re Group, Ltd.",Financials,Insurance,Insurance,Reinsurance,"8,832.10",Jan 2018
NYSE:EVRG,"Evergy, Inc.",Utilities,Utilities,Electric Utilities,Electric Utilities,"15,491.60",Jan 2018
NYSE:ES,Eversource Energy,Utilities,Utilities,Electric Utilities,Electric Utilities,"20,068.40",Jan 2018
NYSE:EXC,Exelon Corporation,Utilities,Utilities,Electric Utilities,Electric Utilities,"42,625.50",Jan 2018
NasdaqGS:EXPE,"Expedia Group, Inc.",Consumer Discretionary,Retailing,Internet and Direct Marketing Retail,Internet and Direct Marketing Retail,"17,683.10",Jan 2018
NasdaqGS:EXPD,"Expeditors International of Washington, Inc.",Industrials,Transportation,Air Freight and Logistics,Air Freight and Logistics,"11,551.50",Jan 2018
NasdaqGS:ESRX,Express Scripts Holding Company,Health Care,Health Care Equipment and Services,Health Care Providers and Services,Health Care Services,"53,570.10",Jan 2018
NYSE:EXR,Extra Space Storage Inc.,Real Estate,Real Estate,Equity Real Estate Investment Trusts (REITs),Specialized REITs,"11,028.50",Jan 2018
NYSE:XOM,Exxon Mobil Corporation,Energy,Energy,"Oil, Gas and Consumable Fuels",Integrated Oil and Gas,"347,045.40",Jan 2018
NasdaqGS:FFIV,"F5 Networks, Inc.",Information Technology,Technology Hardware and Equipment,Communications Equipment,Communications Equipment,"10,079.40",Jan 2018
NasdaqGS:FB,"Facebook, Inc.",Communication Services,Media and Entertainment,Interactive Media and Services,Interactive Media and Services,"444,776.00",Jan 2018
NasdaqGS:FAST,Fastenal Company,Industrials,Capital Goods,Trading Companies and Distributors,Trading Companies and Distributors,"14,926.90",Jan 2018
NYSE:FRT,Federal Realty Investment Trust,Real Estate,Real Estate,Equity Real Estate Investment Trusts (REITs),Retail REITs,"9,032.10",Jan 2018
NYSE:FDX,FedEx Corporation,Industrials,Transportation,Air Freight and Logistics,Air Freight and Logistics,"57,920.80",Jan 2018
NYSE:FIS,"Fidelity National Information Services, Inc.",Information Technology,Software and Services,IT Services,Data Processing and Outsourced Services,"34,115.10",Jan 2018
NasdaqGS:FITB,Fifth Third Bancorp,Financials,Banks,Banks,Regional Banks,"17,544.70",Jan 2018
NYSE:FE,FirstEnergy Corp.,Utilities,Utilities,Electric Utilities,Electric Utilities,"18,881.90",Jan 2018
NasdaqGS:FISV,"Fiserv, Inc.",Information Technology,Software and Services,IT Services,Data Processing and Outsourced Services,"31,798.90",Jan 2018
NYSE:FLT,"FleetCor Technologies, Inc.",Information Technology,Software and Services,IT Services,Data Processing and Outsourced Services,"18,039.20",Jan 2018
NasdaqGS:FLIR,"FLIR Systems, Inc.",Information Technology,Technology Hardware and Equipment,"Electronic Equipment, Instruments and Components",Electronic Equipment and Instruments,"7,709.80",Jan 2018
NYSE:FLS,Flowserve Corporation,Industrials,Capital Goods,Machinery,Industrial Machinery,"6,516.50",Jan 2018
NYSE:FLR,Fluor Corporation,Industrials,Capital Goods,Construction and Engineering,Construction and Engineering,"6,561.30",Jan 2018
NYSE:FMC,FMC Corporation,Materials,Materials,Chemicals,Fertilizers and Agricultural Chemicals,"10,952.10",Jan 2018
NYSE:FL,"Foot Locker, Inc.",Consumer Discretionary,Retailing,Specialty Retail,Apparel Retail,"5,444.90",Jan 2018
NYSE:F,Ford Motor Company,Consumer Discretionary,Automobiles and Components,Automobiles,Automobile Manufacturers,"33,878.70",Jan 2018
NasdaqGS:FTNT,"Fortinet, Inc.",Information Technology,Software and Services,Software,Systems Software,"13,733.90",Jan 2018
NYSE:FTV,Fortive Corporation,Industrials,Capital Goods,Machinery,Industrial Machinery,"26,624.90",Jan 2018
NYSE:FBHS,"Fortune Brands Home & Security, Inc.",Industrials,Capital Goods,Building Products,Building Products,"6,611.10",Jan 2018
NYSE:BEN,"Franklin Resources, Inc.",Financials,Diversified Financials,Capital Markets,Asset Management and Custody Banks,"15,685.30",Jan 2018
NYSE:FCX,Freeport-McMoRan Inc.,Materials,Materials,Metals and Mining,Copper,"17,417.00",Jan 2018
NasdaqGS:GRMN,Garmin Ltd.,Consumer Discretionary,Consumer Durables and Apparel,Household Durables,Consumer Electronics,"11,699.80",Jan 2018
NYSE:IT,"Gartner, Inc.",Information Technology,Software and Services,IT Services,IT Consulting and Other Services,"13,281.20",Jan 2018
NYSE:GD,General Dynamics Corporation,Industrials,Capital Goods,Aerospace and Defense,Aerospace and Defense,"56,370.50",Jan 2018
NYSE:GE,General Electric Company,Industrials,Capital Goods,Industrial Conglomerates,Industrial Conglomerates,"109,160.00",Jan 2018
NYSE:GIS,"General Mills, Inc.",Consumer Staples,"Food, Beverage and Tobacco",Food Products,Packaged Foods and Meats,"26,556.10",Jan 2018
NYSE:GM,General Motors Company,Consumer Discretionary,Automobiles and Components,Automobiles,Automobile Manufacturers,"44,019.70",Jan 2018
NYSE:GPC,Genuine Parts Company,Consumer Discretionary,Retailing,Distributors,Distributors,"14,871.90",Jan 2018
NasdaqGS:GILD,"Gilead Sciences, Inc.",Health Care,"Pharmaceuticals, Biotechnology and Life Sciences",Biotechnology,Biotechnology,"94,982.90",Jan 2018
NYSE:GPN,Global Payments Inc.,Information Technology,Software and Services,IT Services,Data Processing and Outsourced Services,"18,428.60",Jan 2018
NYSE:HRB,"H&R Block, Inc.",Consumer Discretionary,Consumer Services,Diversified Consumer Services,Specialized Consumer Services,"5,304.50",Jan 2018
NYSE:HAL,Halliburton Company,Energy,Energy,Energy Equipment and Services,Oil and Gas Equipment and Services,"33,031.30",Jan 2018
NYSE:HBI,Hanesbrands Inc.,Consumer Discretionary,Consumer Durables and Apparel,"Textiles, Apparel and Luxury Goods","Apparel, Accessories and Luxury Goods","5,883.50",Jan 2018
NYSE:HOG,"Harley-Davidson, Inc.",Consumer Discretionary,Automobiles and Components,Automobiles,Motorcycle Manufacturers,"6,527.00",Jan 2018
NYSE:HRS,Harris Corporation,Industrials,Capital Goods,Aerospace and Defense,Aerospace and Defense,"19,872.60",Jan 2018
NasdaqGS:HAS,"Hasbro, Inc.",Consumer Discretionary,Consumer Durables and Apparel,Leisure Products,Leisure Products,"12,445.10",Jan 2018
NYSE:HCA,"HCA Healthcare, Inc.",Health Care,Health Care Equipment and Services,Health Care Providers and Services,Health Care Facilities,"46,269.80",Jan 2018
NYSE:HCP,"HCP, Inc.",Real Estate,Real Estate,Equity Real Estate Investment Trusts (REITs),Health Care REITs,"12,403.60",Jan 2018
NYSE:HP,"Helmerich & Payne, Inc.",Energy,Energy,Energy Equipment and Services,Oil and Gas Drilling,"7,206.60",Jan 2018
NasdaqGS:HSIC,"Henry Schein, Inc.",Health Care,Health Care Equipment and Services,Health Care Providers and Services,Health Care Distributors,"12,633.20",Jan 2018
NYSE:HES,Hess Corporation,Energy,Energy,"Oil, Gas and Consumable Fuels",Oil and Gas Exploration and Production,"19,048.10",Jan 2018
NYSE:HPE,Hewlett Packard Enterprise Company,Information Technology,Technology Hardware and Equipment,"Technology Hardware, Storage and Peripherals","Technology Hardware, Storage and Peripherals","22,722.20",Jan 2018
NYSE:HLT,Hilton Worldwide Holdings Inc.,Consumer Discretionary,Consumer Services,"Hotels, Restaurants and Leisure","Hotels, Resorts and Cruise Lines","21,069.80",Jan 2018
NYSE:HFC,HollyFrontier Corporation,Energy,Energy,"Oil, Gas and Consumable Fuels",Oil and Gas Refining and Marketing,"11,035.20",Jan 2018
NasdaqGS:HOLX,"Hologic, Inc.",Health Care,Health Care Equipment and Services,Health Care Equipment and Supplies,Health Care Equipment,"11,110.80",Jan 2018
NYSE:HON,Honeywell International Inc.,Industrials,Capital Goods,Industrial Conglomerates,Industrial Conglomerates,"113,612.00",Jan 2018
NYSE:HRL,Hormel Foods Corporation,Consumer Staples,"Food, Beverage and Tobacco",Food Products,Packaged Foods and Meats,"22,247.00",Jan 2018
NYSE:HST,"Host Hotels & Resorts, Inc.",Real Estate,Real Estate,Equity Real Estate Investment Trusts (REITs),Hotel and Resort REITs,"14,166.00",Jan 2018
NYSE:HPQ,HP Inc.,Information Technology,Technology Hardware and Equipment,"Technology Hardware, Storage and Peripherals","Technology Hardware, Storage and Peripherals","37,724.60",Jan 2018
NYSE:HUM,Humana Inc.,Health Care,Health Care Equipment and Services,Health Care Providers and Services,Managed Health Care,"45,238.70",Jan 2018
NasdaqGS:HBAN,Huntington Bancshares Incorporated,Financials,Banks,Banks,Regional Banks,"15,680.00",Jan 2018
NYSE:HII,"Huntington Ingalls Industries, Inc.",Industrials,Capital Goods,Aerospace and Defense,Aerospace and Defense,"10,154.70",Jan 2018
NasdaqGS:IDXX,"IDEXX Laboratories, Inc.",Health Care,Health Care Equipment and Services,Health Care Equipment and Supplies,Health Care Equipment,"18,911.50",Jan 2018
NasdaqGS:INFO,IHS Markit Ltd.,Industrials,Commercial and Professional Services,Professional Services,Research and Consulting Services,"20,516.30",Jan 2018
NYSE:ITW,Illinois Tool Works Inc.,Industrials,Capital Goods,Machinery,Industrial Machinery,"42,599.90",Jan 2018
NasdaqGS:ILMN,"Illumina, Inc.",Health Care,"Pharmaceuticals, Biotechnology and Life Sciences",Life Sciences Tools and Services,Life Sciences Tools and Services,"46,025.70",Jan 2018
NasdaqGS:INCY,Incyte Corporation,Health Care,"Pharmaceuticals, Biotechnology and Life Sciences",Biotechnology,Biotechnology,"14,042.90",Jan 2018
NYSE:IR,Ingersoll-Rand Plc,Industrials,Capital Goods,Machinery,Industrial Machinery,"23,017.40",Jan 2018
NasdaqGS:INTC,Intel Corporation,Information Technology,Semiconductors and Semiconductor Equipment,Semiconductors and Semiconductor Equipment,Semiconductors,"202,884.00",Jan 2018
NYSE:ICE,"Intercontinental Exchange, Inc.",Financials,Diversified Financials,Capital Markets,Financial Exchanges and Data,"42,600.60",Jan 2018
NYSE:IBM,International Business Machines Corporation,Information Technology,Software and Services,IT Services,IT Consulting and Other Services,"117,838.40",Jan 2018
NYSE:IFF,International Flavors & Fragrances Inc.,Materials,Materials,Chemicals,Specialty Chemicals,"14,837.10",Jan 2018
NYSE:IP,International Paper Company,Materials,Materials,Containers and Packaging,Paper Packaging,"17,271.00",Jan 2018
NasdaqGS:INTU,Intuit Inc.,Information Technology,Software and Services,Software,Application Software,"54,605.60",Jan 2018
NasdaqGS:ISRG,"Intuitive Surgical, Inc.",Health Care,Health Care Equipment and Services,Health Care Equipment and Supplies,Health Care Equipment,"57,358.40",Jan 2018
NYSE:IVZ,Invesco Ltd.,Financials,Diversified Financials,Capital Markets,Asset Management and Custody Banks,"9,030.50",Jan 2018
NasdaqGS:IPGP,IPG Photonics Corporation,Information Technology,Technology Hardware and Equipment,"Electronic Equipment, Instruments and Components",Electronic Manufacturing Services,"7,110.40",Jan 2018
NYSE:IQV,IQVIA Holdings Inc.,Health Care,"Pharmaceuticals, Biotechnology and Life Sciences",Life Sciences Tools and Services,Life Sciences Tools and Services,"25,706.30",Jan 2018
NYSE:IRM,Iron Mountain Incorporated,Real Estate,Real Estate,Equity Real Estate Investment Trusts (REITs),Specialized REITs,"9,208.20",Jan 2018
NasdaqGS:JBHT,"J.B. Hunt Transport Services, Inc.",Industrials,Transportation,Road and Rail,Trucking,"12,187.30",Jan 2018
NYSE:JEC,Jacobs Engineering Group Inc.,Industrials,Capital Goods,Construction and Engineering,Construction and Engineering,"10,256.80",Jan 2018
NYSE:JEF,Jefferies Financial Group Inc.,Financials,Diversified Financials,Diversified Financial Services,Multi-Sector Holdings,"7,146.60",Jan 2018
NYSE:JNJ,Johnson & Johnson,Health Care,"Pharmaceuticals, Biotechnology and Life Sciences",Pharmaceuticals,Pharmaceuticals,"373,037.20",Jan 2018
NYSE:JCI,Johnson Controls International plc,Industrials,Capital Goods,Building Products,Building Products,"30,457.70",Jan 2018
NYSE:JPM,JPMorgan Chase & Co.,Financials,Banks,Banks,Diversified Banks,"362,622.00",Jan 2018
NYSE:JNPR,"Juniper Networks, Inc.",Information Technology,Technology Hardware and Equipment,Communications Equipment,Communications Equipment,"9,795.60",Jan 2018
NYSE:KSU,Kansas City Southern,Industrials,Transportation,Road and Rail,Railroads,"10,792.10",Jan 2018
NYSE:K,Kellogg Company,Consumer Staples,"Food, Beverage and Tobacco",Food Products,Packaged Foods and Meats,"24,672.70",Jan 2018
NYSE:KEY,KeyCorp,Financials,Banks,Banks,Regional Banks,"18,451.70",Jan 2018
NYSE:KMB,Kimberly-Clark Corporation,Consumer Staples,Household and Personal Products,Household Products,Household Products,"38,323.10",Jan 2018
NYSE:KIM,Kimco Realty Corporation,Real Estate,Real Estate,Equity Real Estate Investment Trusts (REITs),Retail REITs,"6,375.50",Jan 2018
NYSE:KMI,"Kinder Morgan, Inc.",Energy,Energy,"Oil, Gas and Consumable Fuels",Oil and Gas Storage and Transportation,"39,678.80",Jan 2018
NasdaqGS:KLAC,KLA-Tencor Corporation,Information Technology,Semiconductors and Semiconductor Equipment,Semiconductors and Semiconductor Equipment,Semiconductor Equipment,"14,060.60",Jan 2018
NYSE:KSS,Kohls Corporation,Consumer Discretionary,Retailing,Multiline Retail,Department Stores,"11,880.00",Jan 2018
NYSE:LB,"L Brands, Inc.",Consumer Discretionary,Retailing,Specialty Retail,Apparel Retail,"8,152.90",Jan 2018
NYSE:LLL,"L3 Technologies, Inc.",Industrials,Capital Goods,Aerospace and Defense,Aerospace and Defense,"16,921.10",Jan 2018
NYSE:LH,Laboratory Corporation of America Holdings,Health Care,Health Care Equipment and Services,Health Care Providers and Services,Health Care Services,"17,587.90",Jan 2018
NasdaqGS:LRCX,Lam Research Corporation,Information Technology,Semiconductors and Semiconductor Equipment,Semiconductors and Semiconductor Equipment,Semiconductor Equipment,"22,271.40",Jan 2018
NYSE:LEG,"Leggett & Platt, Incorporated",Consumer Discretionary,Consumer Durables and Apparel,Household Durables,Home Furnishings,"4,982.50",Jan 2018
NYSE:LEN,Lennar Corporation,Consumer Discretionary,Consumer Durables and Apparel,Household Durables,Homebuilding,"13,230.80",Jan 2018
NYSE:LNC,Lincoln National Corporation,Financials,Insurance,Insurance,Life and Health Insurance,"13,867.60",Jan 2018
NasdaqGS:LKQ,LKQ Corporation,Consumer Discretionary,Retailing,Distributors,Distributors,"8,829.90",Jan 2018
NYSE:LMT,Lockheed Martin Corporation,Industrials,Capital Goods,Aerospace and Defense,Aerospace and Defense,"93,448.10",Jan 2018
NYSE:L,Loews Corporation,Financials,Insurance,Insurance,Multi-line Insurance,"14,851.20",Jan 2018
NYSE:LOW,"Lowes Companies, Inc.",Consumer Discretionary,Retailing,Specialty Retail,Home Improvement Retail,"80,767.50",Jan 2018
NYSE:LYB,LyondellBasell Industries N.V.,Materials,Materials,Chemicals,Commodity Chemicals,"36,436.80",Jan 2018
NYSE:MTB,M&T Bank Corporation,Financials,Banks,Banks,Regional Banks,"23,384.70",Jan 2018
NYSE:MAC,Macerich Company,Real Estate,Real Estate,Equity Real Estate Investment Trusts (REITs),Retail REITs,"7,269.80",Jan 2018
NYSE:M,"Macys, Inc.",Consumer Discretionary,Retailing,Multiline Retail,Department Stores,"9,927.50",Jan 2018
NYSE:MRO,Marathon Oil Corporation,Energy,Energy,"Oil, Gas and Consumable Fuels",Oil and Gas Exploration and Production,"17,655.20",Jan 2018
NYSE:MPC,Marathon Petroleum Corporation,Energy,Energy,"Oil, Gas and Consumable Fuels",Oil and Gas Refining and Marketing,"51,065.20",Jan 2018
NasdaqGS:MAR,"Marriott International, Inc.",Consumer Discretionary,Consumer Services,"Hotels, Restaurants and Leisure","Hotels, Resorts and Cruise Lines","38,876.60",Jan 2018
NYSE:MMC,"Marsh & McLennan Companies, Inc.",Financials,Insurance,Insurance,Insurance Brokers,"40,630.70",Jan 2018
NYSE:MLM,"Martin Marietta Materials, Inc.",Materials,Materials,Construction Materials,Construction Materials,"10,187.10",Jan 2018
NYSE:MAS,Masco Corporation,Industrials,Capital Goods,Building Products,Building Products,"9,507.20",Jan 2018
NYSE:MA,Mastercard Incorporated,Information Technology,Software and Services,IT Services,Data Processing and Outsourced Services,"210,868.20",Jan 2018
NasdaqGS:MAT,"Mattel, Inc.",Consumer Discretionary,Consumer Durables and Apparel,Leisure Products,Leisure Products,"4,893.90",Jan 2018
NYSE:MKC,"McCormick & Company, Incorporated",Consumer Staples,"Food, Beverage and Tobacco",Food Products,Packaged Foods and Meats,"18,516.60",Jan 2018
NYSE:MCD,McDonalds Corporation,Consumer Discretionary,Consumer Services,"Hotels, Restaurants and Leisure",Restaurants,"129,938.80",Jan 2018
NYSE:MCK,McKesson Corporation,Health Care,Health Care Equipment and Services,Health Care Providers and Services,Health Care Distributors,"26,447.70",Jan 2018
NYSE:MDT,Medtronic plc,Health Care,Health Care Equipment and Services,Health Care Equipment and Supplies,Health Care Equipment,"126,867.00",Jan 2018
NYSE:MRK,"Merck & Co., Inc.",Health Care,"Pharmaceuticals, Biotechnology and Life Sciences",Pharmaceuticals,Pharmaceuticals,"192,416.70",Jan 2018
NYSE:MET,"MetLife, Inc.",Financials,Insurance,Insurance,Life and Health Insurance,"43,613.70",Jan 2018
NYSE:MTD,Mettler-Toledo International Inc.,Health Care,"Pharmaceuticals, Biotechnology and Life Sciences",Life Sciences Tools and Services,Life Sciences Tools and Services,"14,077.90",Jan 2018
NYSE:MGM,MGM Resorts International,Consumer Discretionary,Consumer Services,"Hotels, Restaurants and Leisure",Casinos and Gaming,"14,335.10",Jan 2018
NYSE:KORS,Michael Kors Holdings Limited,Consumer Discretionary,Consumer Durables and Apparel,"Textiles, Apparel and Luxury Goods","Apparel, Accessories and Luxury Goods","8,660.70",Jan 2018
NasdaqGS:MCHP,Microchip Technology Incorporated,Information Technology,Semiconductors and Semiconductor Equipment,Semiconductors and Semiconductor Equipment,Semiconductors,"15,789.40",Jan 2018
NasdaqGS:MU,"Micron Technology, Inc.",Information Technology,Semiconductors and Semiconductor Equipment,Semiconductors and Semiconductor Equipment,Semiconductors,"45,880.60",Jan 2018
NasdaqGS:MSFT,Microsoft Corporation,Information Technology,Software and Services,Software,Systems Software,"834,238.40",Jan 2018
NYSE:MAA,"Mid-America Apartment Communities, Inc.",Real Estate,Real Estate,Equity Real Estate Investment Trusts (REITs),Residential REITs,"11,313.80",Jan 2018
NYSE:MHK,"Mohawk Industries, Inc.",Consumer Discretionary,Consumer Durables and Apparel,Household Durables,Home Furnishings,"11,213.60",Jan 2018
NYSE:TAP,Molson Coors Brewing Company,Consumer Staples,"Food, Beverage and Tobacco",Beverages,Brewers,"12,937.40",Jan 2018
NasdaqGS:MDLZ,"Mondelez International, Inc.",Consumer Staples,"Food, Beverage and Tobacco",Food Products,Packaged Foods and Meats,"61,302.20",Jan 2018
NasdaqGS:MNST,Monster Beverage Corporation,Consumer Staples,"Food, Beverage and Tobacco",Beverages,Soft Drinks,"28,792.00",Jan 2018
NYSE:MCO,Moodys Corporation,Financials,Diversified Financials,Capital Markets,Financial Exchanges and Data,"30,659.90",Jan 2018
NYSE:MS,Morgan Stanley,Financials,Diversified Financials,Capital Markets,Investment Banking and Brokerage,"78,914.00",Jan 2018
NYSE:MSI,"Motorola Solutions, Inc.",Information Technology,Technology Hardware and Equipment,Communications Equipment,Communications Equipment,"20,017.20",Jan 2018
NYSE:MSCI,MSCI Inc.,Financials,Diversified Financials,Capital Markets,Financial Exchanges and Data,"13,667.80",Jan 2018
NasdaqGS:MYL,Mylan N.V.,Health Care,"Pharmaceuticals, Biotechnology and Life Sciences",Pharmaceuticals,Pharmaceuticals,"16,606.40",Jan 2018
NasdaqGS:NDAQ,"Nasdaq, Inc.",Financials,Diversified Financials,Capital Markets,Financial Exchanges and Data,"13,279.10",Jan 2018
NYSE:NOV,"National Oilwell Varco, Inc.",Energy,Energy,Energy Equipment and Services,Oil and Gas Equipment and Services,"15,457.80",Jan 2018
NasdaqGS:NKTR,Nektar Therapeutics,Health Care,"Pharmaceuticals, Biotechnology and Life Sciences",Pharmaceuticals,Pharmaceuticals,"8,311.30",Jan 2018
NasdaqGS:NTAP,"NetApp, Inc.",Information Technology,Technology Hardware and Equipment,"Technology Hardware, Storage and Peripherals","Technology Hardware, Storage and Peripherals","20,111.40",Jan 2018
NasdaqGS:NFLX,"Netflix, Inc.",Communication Services,Media and Entertainment,Entertainment,Movies and Entertainment,"145,072.40",Jan 2018
NYSE:NWL,Newell Brands Inc.,Consumer Discretionary,Consumer Durables and Apparel,Household Durables,Housewares and Specialties,"8,008.90",Jan 2018
NYSE:NFX,Newfield Exploration Company,Energy,Energy,"Oil, Gas and Consumable Fuels",Oil and Gas Exploration and Production,"4,669.10",Jan 2018
NYSE:NEM,Newmont Mining Corporation,Materials,Materials,Metals and Mining,Gold,"17,170.10",Jan 2018
NasdaqGS:NWS,News Corporation,Communication Services,Media and Entertainment,Media,Publishing,"7,731.20",Jan 2018
NasdaqGS:NWSA,News Corporation,Communication Services,Media and Entertainment,Media,Publishing,"7,731.20",Jan 2018
NYSE:NEE,"NextEra Energy, Inc.",Utilities,Utilities,Electric Utilities,Electric Utilities,"81,804.50",Jan 2018
NYSE:NLSN,Nielsen Holdings plc,Industrials,Commercial and Professional Services,Professional Services,Research and Consulting Services,"9,572.80",Jan 2018
NYSE:NKE,"NIKE, Inc.",Consumer Discretionary,Consumer Durables and Apparel,"Textiles, Apparel and Luxury Goods",Footwear,"117,853.50",Jan 2018
NYSE:NI,NiSource Inc.,Utilities,Utilities,Multi-Utilities,Multi-Utilities,"9,221.10",Jan 2018
NYSE:NBL,"Noble Energy, Inc.",Energy,Energy,"Oil, Gas and Consumable Fuels",Oil and Gas Exploration and Production,"14,027.60",Jan 2018
NYSE:JWN,"Nordstrom, Inc.",Consumer Discretionary,Retailing,Multiline Retail,Department Stores,"10,019.50",Jan 2018
NYSE:NSC,Norfolk Southern Corporation,Industrials,Transportation,Road and Rail,Railroads,"45,902.50",Jan 2018
NasdaqGS:NTRS,Northern Trust Corporation,Financials,Diversified Financials,Capital Markets,Asset Management and Custody Banks,"20,620.70",Jan 2018
NYSE:NOC,Northrop Grumman Corporation,Industrials,Capital Goods,Aerospace and Defense,Aerospace and Defense,"53,572.60",Jan 2018
NYSE:NCLH,Norwegian Cruise Line Holdings Ltd.,Consumer Discretionary,Consumer Services,"Hotels, Restaurants and Leisure","Hotels, Resorts and Cruise Lines","10,851.90",Jan 2018
NYSE:NRG,"NRG Energy, Inc.",Utilities,Utilities,Independent Power and Renewable Electricity Producers,Independent Power Producers and Energy Traders,"11,140.60",Jan 2018
NYSE:NUE,Nucor Corporation,Materials,Materials,Metals and Mining,Steel,"18,471.30",Jan 2018
NasdaqGS:NVDA,NVIDIA Corporation,Information Technology,Semiconductors and Semiconductor Equipment,Semiconductors and Semiconductor Equipment,Semiconductors,"139,335.40",Jan 2018
NasdaqGS:ORLY,"OReilly Automotive, Inc.",Consumer Discretionary,Retailing,Specialty Retail,Automotive Retail,"27,380.90",Jan 2018
NYSE:OXY,Occidental Petroleum Corporation,Energy,Energy,"Oil, Gas and Consumable Fuels",Integrated Oil and Gas,"55,197.60",Jan 2018
NYSE:OMC,Omnicom Group Inc.,Communication Services,Media and Entertainment,Media,Advertising,"17,271.80",Jan 2018
NYSE:OKE,"ONEOK, Inc.",Energy,Energy,"Oil, Gas and Consumable Fuels",Oil and Gas Storage and Transportation,"27,878.60",Jan 2018
NYSE:ORCL,Oracle Corporation,Information Technology,Software and Services,Software,Systems Software,"180,301.30",Jan 2018
NasdaqGS:PCAR,PACCAR Inc,Industrials,Capital Goods,Machinery,Construction Machinery and Heavy Trucks,"21,113.20",Jan 2018
NYSE:PKG,Packaging Corporation of America,Materials,Materials,Containers and Packaging,Paper Packaging,"8,242.40",Jan 2018
NYSE:PH,Parker-Hannifin Corporation,Industrials,Capital Goods,Machinery,Industrial Machinery,"20,904.50",Jan 2018
NasdaqGS:PAYX,"Paychex, Inc.",Information Technology,Software and Services,IT Services,Data Processing and Outsourced Services,"24,396.00",Jan 2018
NasdaqGS:PYPL,"PayPal Holdings, Inc.",Information Technology,Software and Services,IT Services,Data Processing and Outsourced Services,"99,870.80",Jan 2018
NYSE:PNR,Pentair plc,Industrials,Capital Goods,Machinery,Industrial Machinery,"6,737.30",Jan 2018
NasdaqGS:PBCT,"Peoples United Financial, Inc.",Financials,Banks,Banks,Regional Banks,"5,941.60",Jan 2018
NasdaqGS:PEP,"PepsiCo, Inc.",Consumer Staples,"Food, Beverage and Tobacco",Beverages,Soft Drinks,"155,681.80",Jan 2018
NYSE:PKI,"PerkinElmer, Inc.",Health Care,"Pharmaceuticals, Biotechnology and Life Sciences",Life Sciences Tools and Services,Life Sciences Tools and Services,"9,543.10",Jan 2018
NYSE:PRGO,Perrigo Company plc,Health Care,"Pharmaceuticals, Biotechnology and Life Sciences",Pharmaceuticals,Pharmaceuticals,"9,836.90",Jan 2018
NYSE:PFE,Pfizer Inc.,Health Care,"Pharmaceuticals, Biotechnology and Life Sciences",Pharmaceuticals,Pharmaceuticals,"260,863.90",Jan 2018
NYSE:PCG,PG&E Corporation,Utilities,Utilities,Electric Utilities,Electric Utilities,"25,262.80",Jan 2018
NYSE:PM,Philip Morris International Inc.,Consumer Staples,"Food, Beverage and Tobacco",Tobacco,Tobacco,"138,086.80",Jan 2018
