date,price
30-Oct-2017,2572.8
31-Oct-2017,2575.3
1-Nov-2017,2579.4
2-Nov-2017,2579.9
3-Nov-2017,2587.8
6-Nov-2017,2591.1
7-Nov-2017,2590.6
8-Nov-2017,2594.4
9-Nov-2017,2584.6
10-Nov-2017,2582.3
13-Nov-2017,2584.8
14-Nov-2017,2578.9
15-Nov-2017,2564.6
16-Nov-2017,2585.6
17-Nov-2017,2578.9
20-Nov-2017,2582.1
21-Nov-2017,2599
22-Nov-2017,2597.1
24-Nov-2017,2602.4
27-Nov-2017,2601.4
28-Nov-2017,2627
29-Nov-2017,2626.1
30-Nov-2017,2647.6
1-Dec-2017,2642.2
4-Dec-2017,2639.4
5-Dec-2017,2629.6
6-Dec-2017,2629.3
7-Dec-2017,2637
8-Dec-2017,2651.5
11-Dec-2017,2660
12-Dec-2017,2664.1
13-Dec-2017,2662.8
14-Dec-2017,2652
15-Dec-2017,2675.8
18-Dec-2017,2690.2
19-Dec-2017,2681.5
20-Dec-2017,2679.2
21-Dec-2017,2684.6
22-Dec-2017,2683.3
26-Dec-2017,2680.5
27-Dec-2017,2682.6
28-Dec-2017,2687.5
29-Dec-2017,2673.6
2-Jan-2018,2695.8
3-Jan-2018,2713.1
4-Jan-2018,2724
5-Jan-2018,2743.1
8-Jan-2018,2747.7
9-Jan-2018,2751.3
10-Jan-2018,2748.2
11-Jan-2018,2767.6
12-Jan-2018,2786.2
16-Jan-2018,2776.4
17-Jan-2018,2802.6
18-Jan-2018,2798
19-Jan-2018,2810.3
22-Jan-2018,2833
23-Jan-2018,2839.1
24-Jan-2018,2837.5
25-Jan-2018,2839.3
